task_id,hash,native_id,name,status,exit,submit,duration,realtime,%cpu,peak_rss,peak_vmem,rchar,wchar,sample_id,process_name,source_file,peak_rss_gb,peak_vmem_gb,cpu_percent,realtime_seconds,assembly_accession,run_accession,# N's per 100 kbp,# contigs,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 5000 bp),# contigs (>= 50000 bp),Assembly,GC (%),L50,L90,Largest contig,N50,N90,Total length,Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 5000 bp),Total length (>= 50000 bp),auN
794,2f/c3d7fb,29836573,GGP:BINNING:MAXBIN2 (SRR32277376 SRR32277376.fasta),COMPLETED,0,2025-07-29 18:01:27.572,9m 10s,8m 10s,133.0%,231.6 MB,688.1 MB,7 GB,1.1 GB,SRR32277376,MAXBIN2,execution_trace_2025-07-29_15-50-45.txt,0.226171875,0.67197265625,133.0,490.0,ERZ27245862,SRR32277376,0.0,483212.0,483212.0,92720.0,1034.0,181.0,4092.0,19.0,SRR32277376_cleaned,50.8,129271.0,398295.0,88013.0,859.0,538.0,439598694.0,439598694.0,186034083.0,18866083.0,6588727.0,39344029.0,1160102.0,2413.5
746,fb/627891,29836095,GGP:BINNING:MAXBIN2 (SRR32277367 SRR32277367.fasta),COMPLETED,0,2025-07-29 17:59:17.711,11m 40s,11m 20s,131.8%,540.5 MB,986.1 MB,9.8 GB,1.6 GB,SRR32277367,MAXBIN2,execution_trace_2025-07-29_15-50-45.txt,0.52783203125,0.96298828125,131.8,680.0,ERZ27320627,SRR32277367,0.0,668197.0,668197.0,133519.0,1643.0,242.0,5407.0,46.0,SRR32277367_cleaned,50.01,178753.0,549867.0,501239.0,876.0,540.0,613782674.0,613782674.0,264671070.0,31532542.0,10926019.0,56878576.0,4491939.0,3332.6
647,4e/cbca0c,29834316,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR32277376),COMPLETED,0,2025-07-29 17:53:07.886,25m 59s,21m 27s,184.0%,483.6 MB,915.9 MB,528.8 MB,122.1 MB,SRR32277376,CONCOCT_CONCOCT,execution_trace_2025-07-29_15-50-45.txt,0.472265625,0.89443359375,184.0,1287.0,ERZ27245862,SRR32277376,0.0,483212.0,483212.0,92720.0,1034.0,181.0,4092.0,19.0,SRR32277376_cleaned,50.8,129271.0,398295.0,88013.0,859.0,538.0,439598694.0,439598694.0,186034083.0,18866083.0,6588727.0,39344029.0,1160102.0,2413.5
672,dc/fc9ce6,29834835,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR32277368),COMPLETED,0,2025-07-29 17:55:07.429,39m 10s,38m 50s,172.1%,617.9 MB,1 GB,684.1 MB,169.1 MB,SRR32277368,CONCOCT_CONCOCT,execution_trace_2025-07-29_15-50-45.txt,0.60341796875,1.0,172.1,2330.0,ERZ27321037,SRR32277368,0.0,637509.0,637509.0,130017.0,1587.0,260.0,5359.0,54.0,SRR32277368_cleaned,49.02,168882.0,523718.0,307144.0,887.0,541.0,590673585.0,590673585.0,258824183.0,31048859.0,11719281.0,56500873.0,4888965.0,3332.4
642,6f/31c2e6,29834168,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR32277367),COMPLETED,0,2025-07-29 17:52:57.482,48m 40s,47m 38s,183.0%,629.5 MB,1.1 GB,708.4 MB,172.4 MB,SRR32277367,CONCOCT_CONCOCT,execution_trace_2025-07-29_15-50-45.txt,0.61474609375,1.1,183.0,2858.0,ERZ27320627,SRR32277367,0.0,668197.0,668197.0,133519.0,1643.0,242.0,5407.0,46.0,SRR32277367_cleaned,50.01,178753.0,549867.0,501239.0,876.0,540.0,613782674.0,613782674.0,264671070.0,31532542.0,10926019.0,56878576.0,4491939.0,3332.6
29,84/193da1,29770643,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876930),CACHED,0,2025-07-29 14:50:24.742,49.7s,39s,162.8%,216.5 MB,679.8 MB,233.1 MB,18.1 MB,SRR21876930,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.21142578125,0.6638671875,162.8,39.0,ERZ27257215,SRR21876930,0.0,208761.0,208761.0,23070.0,8.0,1.0,46.0,1.0,SRR21876930_cleaned,64.24,76547.0,179315.0,86199.0,677.0,523.0,150333871.0,150333871.0,32602471.0,196978.0,86199.0,433587.0,86199.0,918.3
30,19/d0fee1,29770958,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876931),CACHED,0,2025-07-29 14:51:25.255,1m 29s,48s,149.1%,220.5 MB,675.7 MB,254 MB,17.3 MB,SRR21876931,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.21533203125,0.65986328125,149.1,48.0,ERZ27257220,SRR21876931,0.0,234482.0,234482.0,22198.0,63.0,49.0,115.0,36.0,SRR21876931_cleaned,62.23,85040.0,201162.0,266943.0,676.0,524.0,170331634.0,170331634.0,35398205.0,5111556.0,4873927.0,5435168.0,4407302.0,5033.5
33,bd/55d4b5,29770645,GGP:BINNING:METABAT2_METABAT2 (SRR21876930 SRR21876930.fasta with SRR21876930.txt.gz),CACHED,0,2025-07-29 14:50:24.992,49.5s,8s,333.2%,359.3 MB,678 MB,187.5 MB,159.5 MB,SRR21876930,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,0.35087890625,0.662109375,333.2,8.0,ERZ27257215,SRR21876930,0.0,208761.0,208761.0,23070.0,8.0,1.0,46.0,1.0,SRR21876930_cleaned,64.24,76547.0,179315.0,86199.0,677.0,523.0,150333871.0,150333871.0,32602471.0,196978.0,86199.0,433587.0,86199.0,918.3
34,fe/375a26,29770957,GGP:BINNING:METABAT2_METABAT2 (SRR21876931 SRR21876931.fasta with SRR21876931.txt.gz),CACHED,0,2025-07-29 14:51:25.143,49.3s,7s,261.4%,276.4 MB,624.7 MB,212 MB,180.5 MB,SRR21876931,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,0.269921875,0.61005859375,261.4,7.0,ERZ27257220,SRR21876931,0.0,234482.0,234482.0,22198.0,63.0,49.0,115.0,36.0,SRR21876931_cleaned,62.23,85040.0,201162.0,266943.0,676.0,524.0,170331634.0,170331634.0,35398205.0,5111556.0,4873927.0,5435168.0,4407302.0,5033.5
35,f5/61fc4e,29770982,GGP:BINNING:MAXBIN2 (SRR21876931 SRR21876931.fasta),CACHED,0,2025-07-29 14:51:35.026,1m 19s,1m 1s,122.9%,537 MB,980.5 MB,1.1 GB,298 MB,SRR21876931,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.5244140625,0.95751953125,122.9,61.0,ERZ27257220,SRR21876931,0.0,234482.0,234482.0,22198.0,63.0,49.0,115.0,36.0,SRR21876931_cleaned,62.23,85040.0,201162.0,266943.0,676.0,524.0,170331634.0,170331634.0,35398205.0,5111556.0,4873927.0,5435168.0,4407302.0,5033.5
36,e3/2d944a,29770768,GGP:BINNING:MAXBIN2 (SRR21876930 SRR21876930.fasta),CACHED,0,2025-07-29 14:50:34.722,1m 20s,58s,117.3%,127.9 MB,550.2 MB,990.5 MB,266.2 MB,SRR21876930,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.12490234375,0.5373046875,117.3,58.0,ERZ27257215,SRR21876930,0.0,208761.0,208761.0,23070.0,8.0,1.0,46.0,1.0,SRR21876930_cleaned,64.24,76547.0,179315.0,86199.0,677.0,523.0,150333871.0,150333871.0,32602471.0,196978.0,86199.0,433587.0,86199.0,918.3
93,f7/0b8f74,29756480,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876932),CACHED,0,2025-07-29 14:13:54.591,39.7s,10s,72.6%,126.4 MB,425.4 MB,81.9 MB,66.8 KB,SRR21876932,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.1234375,0.4154296875,72.6,10.0,ERZ27257239,SRR21876932,0.0,11142.0,11142.0,219.0,0.0,0.0,0.0,0.0,SRR21876932_cleaned,61.78,4813.0,9805.0,2204.0,582.0,511.0,6755741.0,6755741.0,262355.0,0.0,0.0,0.0,0.0,633.7
91,bc/9a649c,29756481,GGP:BINNING:METABAT2_METABAT2 (SRR21876932 SRR21876932.fasta with SRR21876932.txt.gz),CACHED,0,2025-07-29 14:13:54.717,39.6s,0ms,124.0%,2.8 MB,11 MB,8.8 MB,7.2 MB,SRR21876932,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,0.002734375,0.0107421875,124.0,0.0,ERZ27257239,SRR21876932,0.0,11142.0,11142.0,219.0,0.0,0.0,0.0,0.0,SRR21876932_cleaned,61.78,4813.0,9805.0,2204.0,582.0,511.0,6755741.0,6755741.0,262355.0,0.0,0.0,0.0,0.0,633.7
94,f6/5fa95d,29756517,GGP:BINNING:MAXBIN2 (SRR21876932 SRR21876932.fasta),CACHED,0,2025-07-29 14:14:34.719,9.7s,2s,45.4%,32.1 MB,224.1 MB,32.3 MB,7.6 MB,SRR21876932,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.03134765625,0.21884765625,45.4,2.0,ERZ27257239,SRR21876932,0.0,11142.0,11142.0,219.0,0.0,0.0,0.0,0.0,SRR21876932_cleaned,61.78,4813.0,9805.0,2204.0,582.0,511.0,6755741.0,6755741.0,262355.0,0.0,0.0,0.0,0.0,633.7
119,0e/26a622,29757144,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876933),CACHED,0,2025-07-29 14:17:24.682,49.6s,16s,104.0%,155.2 MB,723.1 MB,104 MB,1.7 MB,SRR21876933,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.1515625,0.70615234375,104.0,16.0,ERZ27257222,SRR21876933,0.0,40910.0,40910.0,2822.0,0.0,0.0,5.0,0.0,SRR21876933_cleaned,61.28,16159.0,35474.0,9402.0,644.0,520.0,27686375.0,27686375.0,3696575.0,0.0,0.0,35111.0,0.0,758.0
117,00/3d7741,29757145,GGP:BINNING:METABAT2_METABAT2 (SRR21876933 SRR21876933.fasta with SRR21876933.txt.gz),CACHED,0,2025-07-29 14:17:24.823,49.5s,1s,55.3%,3.6 MB,15.6 MB,35 MB,29.4 MB,SRR21876933,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,0.003515625,0.015234375,55.3,1.0,ERZ27257222,SRR21876933,0.0,40910.0,40910.0,2822.0,0.0,0.0,5.0,0.0,SRR21876933_cleaned,61.28,16159.0,35474.0,9402.0,644.0,520.0,27686375.0,27686375.0,3696575.0,0.0,0.0,35111.0,0.0,758.0
120,be/497451,29757165,GGP:BINNING:MAXBIN2 (SRR21876933 SRR21876933.fasta),CACHED,0,2025-07-29 14:17:35.142,39.2s,12s,75.4%,85.3 MB,577.3 MB,146.7 MB,42.3 MB,SRR21876933,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.08330078125,0.56376953125,75.4,12.0,ERZ27257222,SRR21876933,0.0,40910.0,40910.0,2822.0,0.0,0.0,5.0,0.0,SRR21876933_cleaned,61.28,16159.0,35474.0,9402.0,644.0,520.0,27686375.0,27686375.0,3696575.0,0.0,0.0,35111.0,0.0,758.0
152,c2/3a2800,29767965,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876934),CACHED,0,2025-07-29 14:45:54.903,39.6s,25s,114.8%,195.2 MB,646.2 MB,194.9 MB,8.9 MB,SRR21876934,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.190625,0.6310546875,114.8,25.0,ERZ27257214,SRR21876934,0.0,157046.0,157046.0,10777.0,330.0,110.0,534.0,13.0,SRR21876934_cleaned,64.97,55051.0,134618.0,86452.0,652.0,520.0,114231908.0,114231908.0,23189710.0,7745632.0,4128821.0,9219311.0,823100.0,2851.8
154,99/443ee5,29767963,GGP:BINNING:METABAT2_METABAT2 (SRR21876934 SRR21876934.fasta with SRR21876934.txt.gz),CACHED,0,2025-07-29 14:45:54.678,9.7s,3s,194.3%,104.4 MB,746.7 MB,141.9 MB,120.9 MB,SRR21876934,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,0.101953125,0.72919921875,194.3,3.0,ERZ27257214,SRR21876934,0.0,157046.0,157046.0,10777.0,330.0,110.0,534.0,13.0,SRR21876934_cleaned,64.97,55051.0,134618.0,86452.0,652.0,520.0,114231908.0,114231908.0,23189710.0,7745632.0,4128821.0,9219311.0,823100.0,2851.8
155,14/2a1493,29767975,GGP:BINNING:MAXBIN2 (SRR21876934 SRR21876934.fasta),CACHED,0,2025-07-29 14:46:04.546,1m 10s,43s,124.2%,215.4 MB,661.2 MB,1009.9 MB,231.4 MB,SRR21876934,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.2103515625,0.645703125,124.2,43.0,ERZ27257214,SRR21876934,0.0,157046.0,157046.0,10777.0,330.0,110.0,534.0,13.0,SRR21876934_cleaned,64.97,55051.0,134618.0,86452.0,652.0,520.0,114231908.0,114231908.0,23189710.0,7745632.0,4128821.0,9219311.0,823100.0,2851.8
192,96/fce8fc,29771970,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876935),CACHED,0,2025-07-29 14:54:45.290,4m 9s,3m 55s,170.6%,289.1 MB,746.4 MB,277.4 MB,47.7 MB,SRR21876935,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.28232421875,0.72890625,170.6,235.0,ERZ27257228,SRR21876935,0.0,231135.0,231135.0,37788.0,285.0,38.0,1285.0,4.0,SRR21876935_cleaned,65.74,67402.0,193162.0,95646.0,778.0,530.0,195129208.0,195129208.0,71771020.0,4989672.0,1399141.0,11603711.0,286463.0,1856.6
193,92/8a472b,29771971,GGP:BINNING:METABAT2_METABAT2 (SRR21876935 SRR21876935.fasta with SRR21876935.txt.gz),CACHED,0,2025-07-29 14:54:45.423,1m 19s,31s,459.4%,2 GB,2.1 GB,235.7 MB,204.7 MB,SRR21876935,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,2.0,2.1,459.4,31.0,ERZ27257228,SRR21876935,0.0,231135.0,231135.0,37788.0,285.0,38.0,1285.0,4.0,SRR21876935_cleaned,65.74,67402.0,193162.0,95646.0,778.0,530.0,195129208.0,195129208.0,71771020.0,4989672.0,1399141.0,11603711.0,286463.0,1856.6
196,c2/1d9e5d,29772120,GGP:BINNING:MAXBIN2 (SRR21876935 SRR21876935.fasta),CACHED,0,2025-07-29 14:54:54.658,2m,1m 18s,158.9%,206 MB,643.1 MB,2.6 GB,455.5 MB,SRR21876935,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.201171875,0.62802734375,158.9,78.0,ERZ27257228,SRR21876935,0.0,231135.0,231135.0,37788.0,285.0,38.0,1285.0,4.0,SRR21876935_cleaned,65.74,67402.0,193162.0,95646.0,778.0,530.0,195129208.0,195129208.0,71771020.0,4989672.0,1399141.0,11603711.0,286463.0,1856.6
232,89/27ad35,29771539,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876936),CACHED,0,2025-07-29 14:53:25.030,9m 49s,9m 33s,170.9%,365.1 MB,821.2 MB,444.4 MB,79.4 MB,SRR21876936,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.35654296875,0.801953125,170.9,573.0,ERZ27257217,SRR21876936,0.0,423294.0,423294.0,66058.0,658.0,126.0,2445.0,26.0,SRR21876936_cleaned,60.78,126276.0,354284.0,101263.0,774.0,532.0,355568832.0,355568832.0,125486656.0,12672689.0,5066837.0,24629483.0,1627632.0,2181.1
233,93/77daa8,29771542,GGP:BINNING:METABAT2_METABAT2 (SRR21876936 SRR21876936.fasta with SRR21876936.txt.gz),CACHED,0,2025-07-29 14:53:25.281,1m 59s,1m 12s,507.2%,672.6 MB,754.5 MB,430.2 MB,373.2 MB,SRR21876936,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,0.6568359375,0.73681640625,507.2,72.0,ERZ27257217,SRR21876936,0.0,423294.0,423294.0,66058.0,658.0,126.0,2445.0,26.0,SRR21876936_cleaned,60.78,126276.0,354284.0,101263.0,774.0,532.0,355568832.0,355568832.0,125486656.0,12672689.0,5066837.0,24629483.0,1627632.0,2181.1
235,32/3f3f56,29771570,GGP:BINNING:MAXBIN2 (SRR21876936 SRR21876936.fasta),CACHED,0,2025-07-29 14:53:35.145,4m 9s,3m 4s,147.4%,232.1 MB,678.5 MB,4.3 GB,768.2 MB,SRR21876936,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.22666015625,0.66259765625,147.4,184.0,ERZ27257217,SRR21876936,0.0,423294.0,423294.0,66058.0,658.0,126.0,2445.0,26.0,SRR21876936_cleaned,60.78,126276.0,354284.0,101263.0,774.0,532.0,355568832.0,355568832.0,125486656.0,12672689.0,5066837.0,24629483.0,1627632.0,2181.1
276,60/67ae3e,29770960,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876937),CACHED,0,2025-07-29 14:51:25.480,1m 29s,1m 10s,155.1%,230.9 MB,691.3 MB,287.5 MB,24.6 MB,SRR21876937,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.22548828125,0.67509765625,155.1,70.0,ERZ27257231,SRR21876937,0.0,270432.0,270432.0,28898.0,341.0,43.0,812.0,7.0,SRR21876937_cleaned,64.29,93598.0,230800.0,74156.0,690.0,524.0,202713615.0,202713615.0,49235290.0,6094883.0,1633679.0,9377055.0,448497.0,1630.5
277,9e/6f8178,29770961,GGP:BINNING:METABAT2_METABAT2 (SRR21876937 SRR21876937.fasta with SRR21876937.txt.gz),CACHED,0,2025-07-29 14:51:25.603,48.9s,13s,330.9%,606.6 MB,786.9 MB,250.7 MB,214.3 MB,SRR21876937,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,0.5923828125,0.76845703125,330.9,13.0,ERZ27257231,SRR21876937,0.0,270432.0,270432.0,28898.0,341.0,43.0,812.0,7.0,SRR21876937_cleaned,64.29,93598.0,230800.0,74156.0,690.0,524.0,202713615.0,202713615.0,49235290.0,6094883.0,1633679.0,9377055.0,448497.0,1630.5
279,e1/88c9e5,29770983,GGP:BINNING:MAXBIN2 (SRR21876937 SRR21876937.fasta),CACHED,0,2025-07-29 14:51:35.165,2m 19s,1m 19s,124.6%,211.6 MB,646.5 MB,1.6 GB,374.3 MB,SRR21876937,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.206640625,0.63134765625,124.6,79.0,ERZ27257231,SRR21876937,0.0,270432.0,270432.0,28898.0,341.0,43.0,812.0,7.0,SRR21876937_cleaned,64.29,93598.0,230800.0,74156.0,690.0,524.0,202713615.0,202713615.0,49235290.0,6094883.0,1633679.0,9377055.0,448497.0,1630.5
317,7c/f9729c,29777727,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876938),CACHED,0,2025-07-29 15:04:34.986,2m 30s,2m 13s,180.5%,269.6 MB,722.2 MB,367.2 MB,34.4 MB,SRR21876938,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.26328125,0.7052734375,180.5,133.0,ERZ27257241,SRR21876938,0.0,379245.0,379245.0,42304.0,75.0,34.0,292.0,15.0,SRR21876938_cleaned,64.49,136294.0,324874.0,120875.0,687.0,524.0,278005384.0,278005384.0,63495414.0,2463526.0,1846174.0,3850539.0,1182964.0,1365.7
316,38/3e1e99,29777729,GGP:BINNING:METABAT2_METABAT2 (SRR21876938 SRR21876938.fasta with SRR21876938.txt.gz),CACHED,0,2025-07-29 15:04:35.345,49.2s,23s,356.1%,1.1 GB,1.2 GB,345.6 MB,294.7 MB,SRR21876938,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,1.1,1.2,356.1,23.0,ERZ27257241,SRR21876938,0.0,379245.0,379245.0,42304.0,75.0,34.0,292.0,15.0,SRR21876938_cleaned,64.49,136294.0,324874.0,120875.0,687.0,524.0,278005384.0,278005384.0,63495414.0,2463526.0,1846174.0,3850539.0,1182964.0,1365.7
319,78/b6ba83,29777738,GGP:BINNING:MAXBIN2 (SRR21876938 SRR21876938.fasta),CACHED,0,2025-07-29 15:04:44.831,2m 20s,1m 41s,131.6%,266.8 MB,711.4 MB,1.9 GB,489.3 MB,SRR21876938,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.260546875,0.6947265625,131.6,101.0,ERZ27257241,SRR21876938,0.0,379245.0,379245.0,42304.0,75.0,34.0,292.0,15.0,SRR21876938_cleaned,64.49,136294.0,324874.0,120875.0,687.0,524.0,278005384.0,278005384.0,63495414.0,2463526.0,1846174.0,3850539.0,1182964.0,1365.7
353,1d/636b27,29770980,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876939),CACHED,0,2025-07-29 14:51:34.838,1m 20s,47s,169.6%,221.5 MB,676.7 MB,217.5 MB,17.2 MB,SRR21876939,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.21630859375,0.66083984375,169.6,47.0,ERZ27257218,SRR21876939,0.0,188548.0,188548.0,20269.0,11.0,2.0,65.0,0.0,SRR21876939_cleaned,64.58,68693.0,161973.0,42459.0,670.0,521.0,135566547.0,135566547.0,29608028.0,225248.0,83181.0,548591.0,0.0,915.2
354,a2/803800,29770981,GGP:BINNING:METABAT2_METABAT2 (SRR21876939 SRR21876939.fasta with SRR21876939.txt.gz),CACHED,0,2025-07-29 14:51:34.930,39.6s,9s,267.5%,327.7 MB,693.7 MB,169.1 MB,143.8 MB,SRR21876939,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,0.32001953125,0.67744140625,267.5,9.0,ERZ27257218,SRR21876939,0.0,188548.0,188548.0,20269.0,11.0,2.0,65.0,0.0,SRR21876939_cleaned,64.58,68693.0,161973.0,42459.0,670.0,521.0,135566547.0,135566547.0,29608028.0,225248.0,83181.0,548591.0,0.0,915.2
356,1b/c887bf,29771002,GGP:BINNING:MAXBIN2 (SRR21876939 SRR21876939.fasta),CACHED,0,2025-07-29 14:51:44.649,1m 30s,47s,125.5%,127.9 MB,557.9 MB,943.8 MB,241.2 MB,SRR21876939,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.12490234375,0.54482421875,125.5,47.0,ERZ27257218,SRR21876939,0.0,188548.0,188548.0,20269.0,11.0,2.0,65.0,0.0,SRR21876939_cleaned,64.58,68693.0,161973.0,42459.0,670.0,521.0,135566547.0,135566547.0,29608028.0,225248.0,83181.0,548591.0,0.0,915.2
388,fe/72131d,29771680,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876940),CACHED,0,2025-07-29 14:53:54.896,1m 50s,1m 5s,155.6%,227.3 MB,683.5 MB,294.6 MB,20.5 MB,SRR21876940,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.22197265625,0.66748046875,155.6,65.0,ERZ27257213,SRR21876940,0.0,294829.0,294829.0,28620.0,6.0,0.0,60.0,0.0,SRR21876940_cleaned,59.96,110811.0,254017.0,19319.0,667.0,522.0,208347596.0,208347596.0,39568022.0,81840.0,0.0,420765.0,0.0,831.8
386,6b/b42be2,29771685,GGP:BINNING:METABAT2_METABAT2 (SRR21876940 SRR21876940.fasta with SRR21876940.txt.gz),CACHED,0,2025-07-29 14:53:55.086,39.4s,12s,279.8%,447.7 MB,523.4 MB,261 MB,221.4 MB,SRR21876940,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,0.43720703125,0.5111328125,279.8,12.0,ERZ27257213,SRR21876940,0.0,294829.0,294829.0,28620.0,6.0,0.0,60.0,0.0,SRR21876940_cleaned,59.96,110811.0,254017.0,19319.0,667.0,522.0,208347596.0,208347596.0,39568022.0,81840.0,0.0,420765.0,0.0,831.8
389,2d/477aba,29771841,GGP:BINNING:MAXBIN2 (SRR21876940 SRR21876940.fasta),CACHED,0,2025-07-29 14:54:04.771,1m 20s,1m 1s,113.0%,106.2 MB,545.5 MB,1.1 GB,337.3 MB,SRR21876940,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.1037109375,0.53271484375,113.0,61.0,ERZ27257213,SRR21876940,0.0,294829.0,294829.0,28620.0,6.0,0.0,60.0,0.0,SRR21876940_cleaned,59.96,110811.0,254017.0,19319.0,667.0,522.0,208347596.0,208347596.0,39568022.0,81840.0,0.0,420765.0,0.0,831.8
419,ff/2c604e,29771221,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR21876941),CACHED,0,2025-07-29 14:52:34.754,2m 30s,1m 54s,170.6%,240.4 MB,696.6 MB,243.4 MB,24.6 MB,SRR21876941,CONCOCT_CONCOCT,execution_trace_2025-07-30_10-38-36.txt,0.234765625,0.6802734375,170.6,114.0,ERZ27257235,SRR21876941,0.0,218211.0,218211.0,25178.0,3.0,0.0,137.0,0.0,SRR21876941_cleaned,61.43,77805.0,186823.0,23831.0,684.0,524.0,160430589.0,160430589.0,38104265.0,46316.0,0.0,844706.0,0.0,934.9
420,9b/418ed3,29771223,GGP:BINNING:METABAT2_METABAT2 (SRR21876941 SRR21876941.fasta with SRR21876941.txt.gz),CACHED,0,2025-07-29 14:52:35.081,49.4s,11s,362.0%,580.9 MB,642.1 MB,199.2 MB,169.9 MB,SRR21876941,METABAT2_METABAT2,execution_trace_2025-07-30_10-38-36.txt,0.56728515625,0.62705078125,362.0,11.0,ERZ27257235,SRR21876941,0.0,218211.0,218211.0,25178.0,3.0,0.0,137.0,0.0,SRR21876941_cleaned,61.43,77805.0,186823.0,23831.0,684.0,524.0,160430589.0,160430589.0,38104265.0,46316.0,0.0,844706.0,0.0,934.9
422,cd/095fe6,29771347,GGP:BINNING:MAXBIN2 (SRR21876941 SRR21876941.fasta),CACHED,0,2025-07-29 14:52:44.767,1m 20s,1m 2s,124.0%,118.9 MB,577.9 MB,1.2 GB,283.4 MB,SRR21876941,MAXBIN2,execution_trace_2025-07-30_10-38-36.txt,0.11611328125,0.56435546875,124.0,62.0,ERZ27257235,SRR21876941,0.0,218211.0,218211.0,25178.0,3.0,0.0,137.0,0.0,SRR21876941_cleaned,61.43,77805.0,186823.0,23831.0,684.0,524.0,160430589.0,160430589.0,38104265.0,46316.0,0.0,844706.0,0.0,934.9
90,9d/5c66e4,29824938,GGP:BINNING:METABAT2_METABAT2 (SRR28857639 SRR28857639.fasta with SRR28857639.txt.gz),COMPLETED,0,2025-07-29 17:31:42.156,4m,3m 29s,544.5%,1.4 GB,1.5 GB,624.7 MB,551.9 MB,SRR28857639,METABAT2_METABAT2,execution_trace_2025-07-29_16-04-25.txt,1.4,1.5,544.5,209.0,ERZ27320644,SRR28857639,0.0,540604.0,540604.0,125958.0,1500.0,168.0,5992.0,40.0,SRR28857639_cleaned,66.4,133747.0,439138.0,135981.0,970.0,549.0,530644188.0,530644188.0,257652611.0,25930157.0,7127259.0,56136912.0,2912331.0,2766.7
91,80/0951d9,29824944,GGP:BINNING:CONCOCT_SUBWF:CONCOCT_CONCOCT (SRR28857639),COMPLETED,0,2025-07-29 17:31:42.287,10m,9m 34s,162.7%,640.4 MB,1020.3 MB,619.9 MB,161.5 MB,SRR28857639,CONCOCT_CONCOCT,execution_trace_2025-07-29_16-04-25.txt,0.625390625,0.99638671875,162.7,574.0,ERZ27320644,SRR28857639,0.0,540604.0,540604.0,125958.0,1500.0,168.0,5992.0,40.0,SRR28857639_cleaned,66.4,133747.0,439138.0,135981.0,970.0,549.0,530644188.0,530644188.0,257652611.0,25930157.0,7127259.0,56136912.0,2912331.0,2766.7
