Name	secondary_cluster	cluster_size	Completeness	Contamination	Genome_Size	GC_Content	domain	phylum	class	order	family	genus	species	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	genome	threshold	cluster_method	comparison_algorithm	primary_cluster	user_genome	classification	GC (%)	L50	L90	Largest contig	N50	N90	Total length	Total length (>= 0 bp)	Total length (>= 1000 bp)	auN	CDSs	CRISPR arrays	gaps	hypotheticals	ncRNA regions	ncRNAs	oriCs	oriTs	oriVs	pseudogenes	rRNAs	sORFs	signal peptides	tRNAs	tmRNAs
SRR22878282.fastq_bin_692197	75_0	1	100.0	1.86	5178681	0.45	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agarilytica		Gradient Boost (General Model)	11	0.838	19465	329.6213879408419	4395	393	91366		SRR22878282.fastq_bin_692197	0.05	average	ANImf	75	SRR22878282.fastq_bin_692197	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Agarilytica;s__	45.29	72.0	264.0	91366.0	19465.0	5955.0	5178681.0	5178681.0	5178681.0	27999.6	4163	1	0	1448	4	5	0	0	0	1	1	0	0	37	1
SRR22878282.fastq_bin_754860	72_0	1	99.94	0.09	4804107	0.41	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae			Neural Network (Specific Model)	11	0.846	131185	343.3758865248227	3948	104	476646		SRR22878282.fastq_bin_754860	0.05	average	ANImf	72	SRR22878282.fastq_bin_754860	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__;s__	41.29	12.0	43.0	476646.0	131185.0	23583.0	4804107.0	4804107.0	4804107.0	160003.2	3881	1	0	1494	3	5	0	0	0	4	1	0	0	40	0
SRR22878282.fastq_bin_836214	87_1	2	92.15	0.42	3766948	0.44	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas		Neural Network (Specific Model)	11	0.873	20481	315.283251939098	3481	323	68811		SRR22878282.fastq_bin_836214	0.05	average	ANImf	87	SRR22878282.fastq_bin_836214	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alteromonas;s__	44.0	56.0	200.0	68811.0	20481.0	5159.0	3766948.0	3766948.0	3766948.0	24292.1	3213	0	0	228	8	5	0	0	0	9	0	0	0	45	1
SRR22878282.fastq_bin_870593	108_0	1	89.64	2.87	3378969	0.3	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter		Neural Network (Specific Model)	11	0.916	16342	317.2755760368664	3255	358	76048		SRR22878282.fastq_bin_870593	0.05	average	ANImf	108	SRR22878282.fastq_bin_870593	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Polaribacter;s__	29.91	66.0	230.0	76048.0	16342.0	4167.0	3378969.0	3378969.0	3378969.0	19718.5	2977	0	0	306	9	27	0	0	0	12	1	1	0	31	1
SRR22878282.fastq_bin_885747	129_0	1	99.32	0.92	5561567	0.65	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	SZUA-265		Gradient Boost (General Model)	11	0.904	88710	358.9957264957265	4680	137	252772		SRR22878282.fastq_bin_885747	0.05	average	ANImf	129	SRR22878282.fastq_bin_885747	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__SZUA-265;s__	65.32	19.0	67.0	252772.0	88710.0	20249.0	5561567.0	5561567.0	5561567.0	106187.3	4609	0	0	2644	4	4	0	0	0	0	3	0	0	46	1
SRR22878282.fastq_bin_892601	12_0	1	99.93	0.05	6126132	0.39	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Spirulinaceae			Neural Network (Specific Model)	11	0.806	32598	324.7879684418146	5070	300	102302		SRR22878282.fastq_bin_892601	0.05	average	ANImf	12	SRR22878282.fastq_bin_892601	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Cyanobacteriales;f__Spirulinaceae;g__;s__	38.99	59.0	186.0	102302.0	32598.0	10458.0	6126132.0	6126132.0	6126132.0	38141.1	4873	3	0	1443	6	30	0	0	0	12	7	0	0	40	1
SRR22878282.fastq_bin_892974	15_0	1	89.17	1.21	2919671	0.33	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	CAKZJW01		Gradient Boost (General Model)	11	0.931	6714	274.9569957601454	3302	562	36767		SRR22878282.fastq_bin_892974	0.05	average	ANImf	15	SRR22878282.fastq_bin_892974	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__CAKZJW01;s__	32.72	135.0	412.0	36767.0	6714.0	2638.0	2919671.0	2919671.0	2919671.0	8550.8	2754	0	0	1461	2	1	0	0	0	0	0	0	0	25	0
SRR22878282.fastq_bin_894258	95_1	2	93.78	1.52	4051604	0.36	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter litoralis	Neural Network (Specific Model)	11	0.916	13201	322.04626982063945	3847	466	45088		SRR22878282.fastq_bin_894258	0.05	average	ANImf	95	SRR22878282.fastq_bin_894258	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter;s__Maribacter litoralis	35.98	91.0	319.0	45088.0	13201.0	3755.0	4051604.0	4051604.0	4051604.0	16183.0	3490	0	0	286	9	7	0	0	0	16	1	2	0	33	0
SRR22878282.fastq_bin_901601	117_1	3	92.06	1.48	3103308	0.38	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia sp947496725	Neural Network (Specific Model)	11	0.907	11650	295.25282663316585	3184	389	45419		SRR22878282.fastq_bin_901601	0.05	average	ANImf	117	SRR22878282.fastq_bin_901601	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Dokdonia;s__Dokdonia sp947496725	37.91	82.0	264.0	45419.0	11650.0	3720.0	3103308.0	3103308.0	3103308.0	14390.0	2844	0	0	499	6	8	0	0	0	9	2	0	0	55	0
SRR22878282.fastq_bin_939515	128_0	1	77.96	21.21	6726370	0.64	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	SHLQ01	SHLQ01		Gradient Boost (General Model)	11	0.922	1756	224.77638000216896	9221	3789	14968		SRR22878282.fastq_bin_939515	0.05	average	ANImf	128	SRR22878282.fastq_bin_939515	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__SHLQ01;g__SHLQ01;s__	63.66	1223.0	3152.0	14968.0	1756.0	1114.0	6726370.0	6726370.0	6726370.0	2365.5	7724	0	0	5136	8	4	0	0	0	11	1	0	0	37	1
SRR22878283.fastq_bin_19238	41_0	1	88.75	0.7	2972941	0.42	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	JAALLB01		Gradient Boost (General Model)	11	0.904	12605	289.09954896907215	3104	291	36448		SRR22878283.fastq_bin_19238	0.05	average	ANImf	41	SRR22878283.fastq_bin_19238	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__JAALLB01;s__	42.15	79.0	219.0	36448.0	12605.0	5366.0	2972941.0	2972941.0	2972941.0	14421.1	2859	0	0	922	12	11	0	0	0	5	1	0	0	24	0
SRR22878283.fastq_bin_220	76_0	1	99.18	0.18	3599547	0.41	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	CANLBN01		Gradient Boost (General Model)	11	0.876	287431	329.764263322884	3190	33	815078		SRR22878283.fastq_bin_220	0.05	average	ANImf	76	SRR22878283.fastq_bin_220	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__CANLBN01;s__	41.29	5.0	14.0	815078.0	287431.0	78330.0	3599547.0	3599547.0	3599547.0	355224.9	3157	3	0	971	6	6	0	0	0	2	3	0	0	36	1
SRR22878283.fastq_bin_262641	97_2	1	77.26	6.44	2503240	0.33	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ochrovirga		Neural Network (Specific Model)	11	0.91	9966	298.12896903175226	2551	348	53099		SRR22878283.fastq_bin_262641	0.05	average	ANImf	97	SRR22878283.fastq_bin_262641	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Ochrovirga;s__	33.34	71.0	241.0	53099.0	9966.0	3374.0	2503240.0	2503240.0	2503240.0	13730.7	2250	0	0	488	10	6	0	0	0	6	0	0	0	41	1
SRR22878283.fastq_bin_270555	50_0	1	94.42	0.1	2358580	0.53	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	CAKZTE01		Gradient Boost (General Model)	11	0.92	11567	300.142146705346	2413	252	54195		SRR22878283.fastq_bin_270555	0.05	average	ANImf	50	SRR22878283.fastq_bin_270555	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__CAKZTE01;s__	53.01	58.0	186.0	54195.0	11567.0	4595.0	2358580.0	2358580.0	2358580.0	15930.8	2209	0	0	685	3	3	0	0	0	6	0	0	0	23	0
SRR22878283.fastq_bin_27333	42_0	1	84.46	5.75	2674534	0.5	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Litorimonas		Gradient Boost (General Model)	11	0.917	7162	279.56650750341066	2932	426	26059		SRR22878283.fastq_bin_27333	0.05	average	ANImf	42	SRR22878283.fastq_bin_27333	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Litorimonas;s__	50.05	117.0	336.0	26059.0	7162.0	3428.0	2674534.0	2674534.0	2674534.0	8555.9	2592	0	0	760	4	1	0	0	0	11	0	0	0	26	0
SRR22878283.fastq_bin_286550	17_0	1	98.78	0.9	3056717	0.32	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae	CAKZJW01		Gradient Boost (General Model)	11	0.94	196012	315.0865573770492	3050	21	522479		SRR22878283.fastq_bin_286550	0.05	average	ANImf	17	SRR22878283.fastq_bin_286550	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__CAKZJW01;s__	31.8	5.0	14.0	522479.0	196012.0	61751.0	3056717.0	3056717.0	3056717.0	249644.7	3030	0	0	1680	2	3	0	0	0	1	0	0	0	32	1
SRR22878283.fastq_bin_293487	54_0	1	88.93	1.95	5013626	0.56	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Azotimanducaceae_A	JALZVT01		Gradient Boost (General Model)	11	0.934	34516	338.4166125892278	4623	269	213465		SRR22878283.fastq_bin_293487	0.05	average	ANImf	54	SRR22878283.fastq_bin_293487	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Azotimanducaceae_A;g__JALZVT01;s__	55.88	41.0	151.0	213465.0	34516.0	8532.0	5013626.0	5013626.0	5013626.0	50095.2	4452	0	0	1734	2	5	0	0	0	2	0	0	0	36	0
SRR22878283.fastq_bin_299277	32_0	1	90.24	0.58	2722517	0.57	Bacteria	Pseudomonadota	Alphaproteobacteria	Geminicoccales	Geminicoccaceae			Gradient Boost (General Model)	11	0.932	4675	276.8726322664925	3062	660	19830		SRR22878283.fastq_bin_299277	0.05	average	ANImf	32	SRR22878283.fastq_bin_299277	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__;s__	57.12	185.0	516.0	19830.0	4675.0	2266.0	2722517.0	2722517.0	2722517.0	5706.7	2881	0	0	1469	2	3	0	0	0	1	0	0	0	25	1
SRR22878283.fastq_bin_309632	67_0	1	100.0	1.25	5073252	0.48	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	Granulosicoccus		Gradient Boost (General Model)	11	0.914	42205	329.78449744463376	4696	215	216361		SRR22878283.fastq_bin_309632	0.05	average	ANImf	67	SRR22878283.fastq_bin_309632	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	48.15	35.0	128.0	216361.0	42205.0	9543.0	5073252.0	5073252.0	5073252.0	56596.6	4526	1	0	1004	9	5	0	0	0	2	2	0	0	36	0
SRR22878283.fastq_bin_319289	40_0	1	99.79	0.05	3758108	0.47	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	JAALLB01		Gradient Boost (General Model)	11	0.918	212699	315.1967706622879	3654	37	441201		SRR22878283.fastq_bin_319289	0.05	average	ANImf	40	SRR22878283.fastq_bin_319289	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__JAALLB01;s__	46.54	7.0	20.0	441201.0	212699.0	45555.0	3758108.0	3758108.0	3758108.0	214471.0	3629	0	0	1075	11	10	0	0	0	3	1	0	0	35	1
SRR22878283.fastq_bin_357648	110_0	1	76.62	18.46	4169537	0.34	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Croceitalea		Neural Network (Specific Model)	11	0.927	10095	322.388	4000	479	35953		SRR22878283.fastq_bin_357648	0.05	average	ANImf	110	SRR22878283.fastq_bin_357648	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Croceitalea;s__	33.6	126.0	368.0	35953.0	10095.0	4745.0	4169537.0	4169537.0	4169537.0	12700.8	3620	0	0	578	6	14	0	0	0	18	1	1	0	41	1
SRR22878283.fastq_bin_361576	112_0	1	92.58	0.64	3371644	0.33	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina		Neural Network (Specific Model)	11	0.891	90934	360.8110151187905	2778	81	217352		SRR22878283.fastq_bin_361576	0.05	average	ANImf	112	SRR22878283.fastq_bin_361576	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__	33.07	14.0	41.0	217352.0	90934.0	23663.0	3371644.0	3371644.0	3371644.0	90682.1	2732	0	0	786	6	5	0	0	0	3	1	1	0	36	1
SRR22878283.fastq_bin_374669	106_1	3	93.9	0.08	3817054	0.32	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	CALKXS01		Neural Network (Specific Model)	11	0.914	58686	358.4264162561576	3248	106	212585		SRR22878283.fastq_bin_374669	0.05	average	ANImf	106	SRR22878283.fastq_bin_374669	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__CALKXS01;s__	32.06	21.0	65.0	212585.0	58686.0	17450.0	3817054.0	3817054.0	3817054.0	72380.0	3174	0	0	248	10	51	0	0	0	10	1	0	0	27	0
SRR22878283.fastq_bin_389652	78_0	1	99.92	4.59	4085326	0.45	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Marinagarivorans	Marinagarivorans algicola	Gradient Boost (General Model)	11	0.851	47345	347.9031484257871	3335	147	132247		SRR22878283.fastq_bin_389652	0.05	average	ANImf	78	SRR22878283.fastq_bin_389652	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinagarivorans;s__Marinagarivorans algicola	45.08	28.0	88.0	132247.0	47345.0	14482.0	4085326.0	4085326.0	4085326.0	52871.7	3219	1	0	529	7	6	0	0	0	16	3	0	0	38	0
SRR22878283.fastq_bin_442058	43_0	1	99.0	11.64	3370057	0.5	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	Litorimonas		Gradient Boost (General Model)	11	0.912	67851	314.95030674846623	3260	120	196214		SRR22878283.fastq_bin_442058	0.05	average	ANImf	43	SRR22878283.fastq_bin_442058	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__Litorimonas;s__	50.22	17.0	61.0	196214.0	67851.0	10010.0	3370057.0	3370057.0	3370057.0	73825.5	3165	0	0	769	3	2	0	0	0	1	2	0	0	43	0
SRR22878283.fastq_bin_450015	24_0	1	79.47	3.14	3299023	0.62	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tateyamaria		Neural Network (Specific Model)	11	0.926	4316	257.5418980312973	3962	901	21944		SRR22878283.fastq_bin_450015	0.05	average	ANImf	24	SRR22878283.fastq_bin_450015	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tateyamaria;s__	62.14	239.0	686.0	21944.0	4316.0	1981.0	3299023.0	3299023.0	3299023.0	5395.3	3381	0	0	766	10	7	0	0	0	15	0	0	0	23	0
SRR22878283.fastq_bin_452711	64_0	1	100.0	1.56	7148864	0.57	Bacteria	Pseudomonadota	Gammaproteobacteria	Granulosicoccales	Granulosicoccaceae	CAKZSB01		Gradient Boost (General Model)	11	0.872	101075	345.64508632138114	6024	120	429908		SRR22878283.fastq_bin_452711	0.05	average	ANImf	64	SRR22878283.fastq_bin_452711	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__CAKZSB01;s__	56.84	21.0	68.0	429908.0	101075.0	31229.0	7148864.0	7148864.0	7148864.0	135275.9	5994	3	0	1908	5	6	0	0	0	9	0	0	0	33	1
SRR22878283.fastq_bin_455268	57_0	1	96.22	2.9	2512388	0.43	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B		Neural Network (Specific Model)	11	0.915	110206	309.50342603788795	2481	51	211912		SRR22878283.fastq_bin_455268	0.05	average	ANImf	57	SRR22878283.fastq_bin_455268	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__	43.21	9.0	28.0	211912.0	110206.0	35197.0	2512388.0	2512388.0	2512388.0	101316.0	2439	0	0	656	4	3	0	0	0	2	1	0	0	34	0
SRR22878283.fastq_bin_464441	79_0	1	82.92	5.39	3249151	0.48	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Marinagarivorans		Gradient Boost (General Model)	11	0.884	4552	279.9106569343066	3425	811	19048		SRR22878283.fastq_bin_464441	0.05	average	ANImf	79	SRR22878283.fastq_bin_464441	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Cellvibrionaceae;g__Marinagarivorans;s__	48.06	236.0	645.0	19048.0	4552.0	2272.0	3249151.0	3249151.0	3249151.0	5434.4	2790	0	0	1186	1	5	0	0	0	6	0	0	0	22	0
SRR22878283.fastq_bin_468788	58_0	1	99.85	0.0	2599649	0.44	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus_B		Neural Network (Specific Model)	11	0.904	48214	301.8838014621008	2599	106	130016		SRR22878283.fastq_bin_468788	0.05	average	ANImf	58	SRR22878283.fastq_bin_468788	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus_B;s__	43.62	19.0	60.0	130016.0	48214.0	11039.0	2599649.0	2599649.0	2599649.0	50790.2	2503	0	0	685	2	3	0	0	0	1	0	0	0	32	0
SRR22878283.fastq_bin_469571	34_0	1	99.62	0.04	3540428	0.54	Bacteria	Pseudomonadota	Alphaproteobacteria	Geminicoccales	Geminicoccaceae			Gradient Boost (General Model)	11	0.929	154782	339.56674907292955	3236	33	345644		SRR22878283.fastq_bin_469571	0.05	average	ANImf	34	SRR22878283.fastq_bin_469571	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Geminicoccales;f__Geminicoccaceae;g__;s__	54.17	8.0	20.0	345644.0	154782.0	75442.0	3540428.0	3540428.0	3540428.0	175999.6	3222	0	0	1228	3	5	0	0	0	1	0	0	0	43	1
SRR22878283.fastq_bin_484169	73_0	1	98.6	5.13	3278880	0.42	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Psychrosphaera		Gradient Boost (General Model)	11	0.909	142620	334.1953597848016	2974	74	326856		SRR22878283.fastq_bin_484169	0.05	average	ANImf	73	SRR22878283.fastq_bin_484169	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Psychrosphaera;s__	41.7	8.0	30.0	326856.0	142620.0	21414.0	3278880.0	3278880.0	3278880.0	146530.9	2913	0	0	340	10	5	0	0	0	4	4	0	0	47	1
SRR22878283.fastq_bin_492641	69_1	2	86.98	1.97	5517440	0.48	Bacteria	Chloroflexota	Anaerolineae	Promineifilales	Promineifilaceae	WTJY01		Gradient Boost (General Model)	11	0.889	6704	312.6800458715596	5232	1035	43026		SRR22878283.fastq_bin_492641	0.05	average	ANImf	69	SRR22878283.fastq_bin_492641	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Promineifilaceae;g__WTJY01;s__	47.89	245.0	783.0	43026.0	6704.0	2791.0	5517440.0	5517440.0	5517440.0	8724.1	4399	0	0	2522	10	4	0	0	0	1	3	0	0	36	0
SRR22878283.fastq_bin_495986	48_0	1	97.83	1.62	2840074	0.51	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Maricaulaceae	CALFVT01		Gradient Boost (General Model)	11	0.91	86352	327.0564607805987	2639	50	224217		SRR22878283.fastq_bin_495986	0.05	average	ANImf	48	SRR22878283.fastq_bin_495986	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Maricaulaceae;g__CALFVT01;s__	50.87	12.0	33.0	224217.0	86352.0	32551.0	2840074.0	2840074.0	2840074.0	93032.7	2605	0	0	805	4	3	0	0	0	0	0	0	0	33	0
SRR22878283.fastq_bin_563799	113_0	1	90.31	0.26	3116776	0.33	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquimarina		Neural Network (Specific Model)	11	0.874	23798	338.7346254193067	2683	182	109528		SRR22878283.fastq_bin_563799	0.05	average	ANImf	113	SRR22878283.fastq_bin_563799	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aquimarina;s__	32.91	39.0	120.0	109528.0	23798.0	8597.0	3116776.0	3116776.0	3116776.0	30671.5	2537	0	0	704	7	6	0	0	0	7	0	1	0	31	0
SRR22878283.fastq_bin_597359	25_0	1	78.24	13.6	2696810	0.56	Bacteria	Pseudomonadota	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	CALLCD01		Gradient Boost (General Model)	11	0.921	8719	293.42291371994344	2828	334	53999		SRR22878283.fastq_bin_597359	0.05	average	ANImf	25	SRR22878283.fastq_bin_597359	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__CALLCD01;s__	55.81	102.0	267.0	53999.0	8719.0	4796.0	2696810.0	2696810.0	2696810.0	11312.8	2625	0	0	936	5	3	0	0	0	4	0	0	0	26	0
SRR22878283.fastq_bin_599096	103_1	2	89.32	0.9	3002354	0.32	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae			Neural Network (Specific Model)	11	0.935	52839	332.2561191912026	2819	103	127760		SRR22878283.fastq_bin_599096	0.05	average	ANImf	103	SRR22878283.fastq_bin_599096	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	32.39	20.0	60.0	127760.0	52839.0	12919.0	3002354.0	3002354.0	3002354.0	55624.3	2750	0	0	371	8	6	0	0	0	9	2	0	0	29	1
SRR22878283.fastq_bin_617109	124_0	1	78.66	13.49	926899	0.43	Bacteria	Patescibacteria	Gracilibacteria	UBA4473	UBA4473	JAHDBZ01		Gradient Boost (General Model)	11	0.919	2130	222.73082942097025	1278	464	9461		SRR22878283.fastq_bin_617109	0.05	average	ANImf	124	SRR22878283.fastq_bin_617109	d__Bacteria;p__Patescibacteria;c__Gracilibacteria;o__UBA4473;f__UBA4473;g__JAHDBZ01;s__	43.31	145.0	379.0	9461.0	2130.0	1189.0	926899.0	926899.0	926899.0	2581.0	808	0	0	524	0	1	0	0	0	0	0	0	0	23	1
SRR22878283.fastq_bin_617325	90_0	1	100.0	2.95	3992849	0.38	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Thalassotalea_F		Gradient Boost (General Model)	11	0.88	17819	314.3693379790941	3731	352	50461		SRR22878283.fastq_bin_617325	0.05	average	ANImf	90	SRR22878283.fastq_bin_617325	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Thalassotalea_F;s__	38.09	72.0	226.0	50461.0	17819.0	4919.0	3992849.0	3992849.0	3992849.0	20274.7	3472	0	0	651	13	2	0	0	0	3	3	0	0	47	0
SRR22878283.fastq_bin_626659	14_0	1	96.67	0.95	3426055	0.38	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae			Gradient Boost (General Model)	11	0.895	7922	309.51300665456745	3306	555	34231		SRR22878283.fastq_bin_626659	0.05	average	ANImf	14	SRR22878283.fastq_bin_626659	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	37.7	137.0	407.0	34231.0	7922.0	3048.0	3426055.0	3426055.0	3426055.0	9410.3	2835	0	0	1457	1	3	0	0	0	3	1	0	0	22	1
SRR22878283.fastq_bin_631081	19_0	1	88.0	17.87	5032269	0.55	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aliishimia		Gradient Boost (General Model)	11	0.908	4919	256.69552790854067	5948	1049	32908		SRR22878283.fastq_bin_631081	0.05	average	ANImf	19	SRR22878283.fastq_bin_631081	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Aliishimia;s__	54.72	328.0	865.0	32908.0	4919.0	2932.0	5032269.0	5032269.0	5032269.0	6324.3	5219	0	0	1459	11	8	0	0	0	32	1	0	0	26	0
SRR22878283.fastq_bin_640648	16_0	1	86.22	3.6	2007155	0.37	Bacteria	Bdellovibrionota	Bacteriovoracia	Bacteriovoracales	Bacteriovoracaceae			Gradient Boost (General Model)	11	0.943	8262	292.7095282146161	2162	327	28688		SRR22878283.fastq_bin_640648	0.05	average	ANImf	16	SRR22878283.fastq_bin_640648	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__	36.66	76.0	237.0	28688.0	8262.0	2976.0	2007155.0	2007155.0	2007155.0	9685.3	1849	0	0	1153	0	4	0	0	0	0	1	0	0	25	0
