	Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes	source_dataset	collection	tag
290	12	49.1	16.9	Neural Network (Specific Model)	11	0.738	2492	197.50511363636363	4231728	0.31	5280	1829	36774		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
291	13	40.25	8.86	Neural Network (Specific Model)	11	0.865	4281	267.4663494221618	1362758	0.37	1471	332	8532		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
292	14	60.66	29.26	Gradient Boost (General Model)	11	0.901	5094	266.58986928104576	2169453	0.38	2448	800	13949		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
293	15	54.19	38.28	Neural Network (Specific Model)	11	0.733	1999	183.59475409836065	4566821	0.44	6100	2348	22096		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
294	16	69.5	33.79	Gradient Boost (General Model)	11	0.869	2409	240.3911479944675	2994243	0.47	3615	1283	24583		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
295	17	68.65	18.17	Neural Network (Specific Model)	11	0.842	2299	211.48281505728315	2757764	0.35	3666	1288	14066		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
296	18	70.72	38.95	Gradient Boost (General Model)	11	0.794	3421	229.04692130391837	5246585	0.4	6074	1955	39063		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
297	19	58.93	33.14	Gradient Boost (General Model)	11	0.926	1793	274.8786231884058	2453690	0.48	2760	1355	23407		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
298	20	56.15	22.64	Neural Network (Specific Model)	11	0.931	1425	233.34128787878788	1979308	0.63	2640	1343	11667		SRR24759596	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
299	1	6.56	0.0	Neural Network (Specific Model)	11	0.813	172811	248.5811965811966	214305	0.37	234	23	172811		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
300	2	11.26	0.49	Neural Network (Specific Model)	11	0.937	1387	266.46683046683046	346982	0.39	407	214	23760		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
301	3	34.82	2.94	Neural Network (Specific Model)	11	0.883	1661	227.75460122699383	1132476	0.37	1467	612	106783		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
302	4	11.01	0.15	Neural Network (Specific Model)	11	0.852	39558	250.4983388704319	264924	0.42	301	79	41710		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
303	5	75.53	23.63	Neural Network (Specific Model)	11	0.859	3987	242.02185514612447	3320618	0.34	3935	1165	151911		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
304	6	53.55	9.55	Gradient Boost (General Model)	11	0.881	9335	247.2789203084833	1308236	0.34	1556	427	78571		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
305	7	70.59	8.71	Gradient Boost (General Model)	11	0.903	18497	276.1759530791789	1248577	0.46	1364	264	57250		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
306	8	45.01	13.19	Gradient Boost (General Model)	11	0.775	1487	191.30569639129135	2476459	0.37	3353	1447	20872		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
307	9	25.33	2.47	Neural Network (Specific Model)	11	0.887	10332	276.20952380952383	684899	0.44	735	151	11639		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
308	10	43.85	10.03	Gradient Boost (General Model)	11	0.875	7989	305.207906295754	1426056	0.43	1366	250	12152		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
309	11	62.68	25.21	Neural Network (Specific Model)	11	0.876	1669	238.16051594410607	2272003	0.47	2791	1078	44257		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
310	12	28.95	5.08	Neural Network (Specific Model)	11	0.893	1645	215.2194381169324	949861	0.35	1317	501	48011		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
311	13	61.77	19.82	Gradient Boost (General Model)	11	0.915	1613	252.7045341305431	1660405	0.38	2007	832	44892		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
312	14	48.96	10.93	Gradient Boost (General Model)	11	0.87	6232	262.07460545193686	1886115	0.45	2091	601	12798		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
313	15	47.89	22.6	Neural Network (Specific Model)	11	0.765	1732	200.87102272727276	2765735	0.44	3520	1341	29418		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
314	16	46.79	6.2	Gradient Boost (General Model)	11	0.869	5706	271.10939357907256	1570477	0.42	1682	375	6135		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
315	17	70.58	36.38	Gradient Boost (General Model)	11	0.789	1836	199.0816348195329	7116645	0.32	9420	3515	36178		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
316	18	42.79	8.22	Neural Network (Specific Model)	11	0.876	4989	247.14135625596944	1768266	0.47	2094	657	17330		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
317	19	70.03	25.59	Gradient Boost (General Model)	11	0.88	4313	255.8153302407776	3937984	0.44	4527	1259	17400		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
318	20	84.62	31.33	Gradient Boost (General Model)	11	0.862	3605	258.8732928679818	4735970	0.44	5272	1376	4078		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
319	21	76.44	19.35	Gradient Boost (General Model)	11	0.854	2767	244.1858037578288	2868896	0.46	3353	1052	3064		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
320	22	60.89	15.05	Gradient Boost (General Model)	11	0.852	2595	238.7143303153294	2684908	0.37	3203	1032	3012		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
321	23	83.94	30.42	Gradient Boost (General Model)	11	0.876	2008	225.09104514841607	6164926	0.54	8018	3476	18262		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
322	24	65.38	26.12	Gradient Boost (General Model)	11	0.84	2127	221.5536448598131	4220948	0.39	5350	2001	2360		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
323	25	70.7	18.1	Gradient Boost (General Model)	11	0.86	1922	222.95855898281135	3295510	0.48	4247	1709	2261		SRR24759597	checkm2 on collection 109: Quality report	maxbin2-multi-sample-binning
324	SemiBin_0	90.83	4.66	Neural Network (Specific Model)	11	0.9	16112	349.8403656821378	1656343	0.61	1422	160	56668		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
325	SemiBin_11	45.46	12.86	Neural Network (Specific Model)	11	0.838	7570	285.0796597061098	1317616	0.45	1293	185	31365		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
326	SemiBin_125	9.33	0.0	Neural Network (Specific Model)	11	0.862	7293	273.1829268292683	233636	0.33	246	35	11678		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
327	SemiBin_129	97.27	2.15	Neural Network (Specific Model)	11	0.892	90094	294.2383419689119	1334503	0.45	1351	18	247462		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
328	SemiBin_15	8.25	0.0	Neural Network (Specific Model)	11	0.888	3491	262.93189964157705	247501	0.46	279	70	7437		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
329	SemiBin_2	11.33	0.34	Neural Network (Specific Model)	11	0.865	3348	285.6558641975309	639415	0.56	648	184	9485		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
330	SemiBin_26	8.3	0.0	Neural Network (Specific Model)	11	0.842	3333	263.9873015873016	295825	0.42	315	82	7650		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
331	SemiBin_28	38.3	1.79	Neural Network (Specific Model)	11	0.888	7184	301.98732718894007	884754	0.34	868	131	20124		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
332	SemiBin_29	40.17	8.21	Neural Network (Specific Model)	11	0.877	9774	302.1954277286136	1400855	0.34	1356	160	39632		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
333	SemiBin_31	4.77	0.01	Neural Network (Specific Model)	4	0.817	4223	248.83450704225356	257436	0.51	284	63	8995		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
334	SemiBin_4	13.87	0.8	Neural Network (Specific Model)	11	0.752	5133	231.6905829596413	822382	0.29	892	166	24753		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
335	SemiBin_43	10.58	0.04	Neural Network (Specific Model)	11	0.917	5787	275.9714285714286	315558	0.36	350	61	14066		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
336	SemiBin_44	40.95	2.27	Neural Network (Specific Model)	11	0.925	6092	289.59178743961354	388252	0.37	414	67	21146		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
337	SemiBin_45	48.46	11.48	Neural Network (Specific Model)	11	0.887	6577	275.4228949858089	983263	0.37	1057	172	39661		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
338	SemiBin_5	7.99	1.32	Neural Network (Specific Model)	11	0.918	6217	276.52479338842977	218330	0.34	242	36	20898		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
339	SemiBin_54	5.79	0.01	Neural Network (Specific Model)	11	0.882	164069	272.69166666666666	222348	0.4	240	5	164069		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
340	SemiBin_6	82.26	0.14	Neural Network (Specific Model)	11	0.87	16344	314.40856777493605	1694550	0.34	1564	139	39872		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
341	SemiBin_60	46.54	0.03	Neural Network (Specific Model)	11	0.824	16634	298.2168209876544	1405028	0.46	1296	95	84597		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
342	SemiBin_7	68.8	8.17	Neural Network (Specific Model)	11	0.9	5611	273.6419420094403	1351643	0.37	1483	262	25622		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
343	SemiBin_8	72.44	2.48	Neural Network (Specific Model)	11	0.865	7252	287.7402597402597	1611301	0.43	1617	265	26629		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
344	SemiBin_9	47.58	4.95	Neural Network (Specific Model)	11	0.909	5416	267.7655860349127	707353	0.37	802	143	16917		SRR24759596	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
345	SemiBin_0	63.99	0.12	Gradient Boost (General Model)	11	0.921	5987	299.0572222222222	1749895	0.43	1800	320	19744		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
346	SemiBin_1	10.71	1.17	Neural Network (Specific Model)	11	0.739	4985	235.7824639289678	860685	0.29	901	182	22281		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
347	SemiBin_10	86.27	0.66	Neural Network (Specific Model)	11	0.902	16392	289.47359597652974	1146793	0.46	1193	100	57250		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
348	SemiBin_113	7.71	0.07	Neural Network (Specific Model)	11	0.869	18235	225.6978851963746	256621	0.43	331	26	62824		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
349	SemiBin_117	5.9	0.02	Neural Network (Specific Model)	11	0.869	36036	286.94170403587447	220768	0.35	223	10	49900		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
350	SemiBin_12	41.13	0.05	Neural Network (Specific Model)	11	0.86	3791	253.28865058087575	986753	0.36	1119	258	8829		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
351	SemiBin_13	48.73	7.11	Neural Network (Specific Model)	11	0.897	4757	269.26756198347107	870874	0.37	968	193	27256		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
352	SemiBin_17	12.69	0.38	Neural Network (Specific Model)	11	0.913	3732	280.1720430107527	342108	0.36	372	91	7688		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
353	SemiBin_2	13.87	0.33	Neural Network (Specific Model)	11	0.887	3319	302.01660516605165	552505	0.57	542	158	14909		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
354	SemiBin_20	36.69	0.0	Neural Network (Specific Model)	11	0.894	3519	244.3721136767318	921445	0.32	1126	255	9866		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
355	SemiBin_21	55.51	4.14	Neural Network (Specific Model)	11	0.896	4740	268.66015132408575	1424392	0.36	1586	310	15736		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
356	SemiBin_22	99.99	2.62	Neural Network (Specific Model)	11	0.866	33844	318.0511363636364	2131684	0.34	1936	84	151911		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
357	SemiBin_23	10.53	0.11	Neural Network (Specific Model)	11	0.887	4569	269.2826747720365	597825	0.38	658	139	12473		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
358	SemiBin_24	17.12	1.11	Neural Network (Specific Model)	11	0.868	3381	274.37052631578945	449410	0.42	475	123	11337		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
359	SemiBin_26	8.96	0.04	Neural Network (Specific Model)	11	0.851	6197	269.3448275862069	274562	0.47	290	52	12952		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
360	SemiBin_28	33.51	0.03	Neural Network (Specific Model)	11	0.894	3498	266.10961214165263	1585770	0.56	1779	445	9188		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
361	SemiBin_3	24.22	4.21	Neural Network (Specific Model)	11	0.826	3727	267.3363740022805	850272	0.46	877	225	14703		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
362	SemiBin_31	66.01	5.17	Gradient Boost (General Model)	11	0.917	4670	256.5408	523964	0.37	625	119	14660		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
363	SemiBin_32	8.12	0.02	Neural Network (Specific Model)	11	0.731	3825	239.6619318181818	345327	0.41	352	88	8494		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
364	SemiBin_4	38.77	0.11	Neural Network (Specific Model)	11	0.88	3922	273.003738317757	1489877	0.51	1605	387	10181		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
365	SemiBin_41	49.24	4.01	Neural Network (Specific Model)	11	0.88	4769	274.3379953379953	1201730	0.34	1287	266	21027		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
366	SemiBin_48	5.05	0.05	Neural Network (Specific Model)	11	0.688	3921	215.37201365187715	274171	0.38	293	67	15919		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
367	SemiBin_5	39.81	18.51	Neural Network (Specific Model)	11	0.837	6260	283.9405010438413	1946627	0.45	1916	337	44257		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
368	SemiBin_53	31.7	0.69	Neural Network (Specific Model)	11	0.903	3898	293.53547297297297	576678	0.61	592	149	10332		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
369	SemiBin_6	66.46	0.09	Neural Network (Specific Model)	11	0.868	6984	288.6264367816092	1387645	0.43	1392	234	22332		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
370	SemiBin_64	37.74	2.41	Neural Network (Specific Model)	11	0.845	11639	297.12605042016804	1002682	0.46	952	103	32957		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
371	SemiBin_68	9.76	0.18	Neural Network (Specific Model)	11	0.878	9560	295.81907894736844	306959	0.3	304	42	19510		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
372	SemiBin_7	11.55	0.0	Neural Network (Specific Model)	11	0.859	3138	250.91666666666663	241285	0.3	276	75	6360		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
373	SemiBin_79	100.0	0.42	Neural Network (Specific Model)	11	0.86	194137	315.72788923424696	3891417	0.39	3539	42	594787		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
374	SemiBin_9	17.68	0.0	Neural Network (Specific Model)	11	0.924	3336	276.1349782293178	616470	0.44	689	176	9193		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
375	SemiBin_99	8.81	0.15	Neural Network (Specific Model)	11	0.923	3291	306.82959641255604	222040	0.48	223	67	5366		SRR24759597	checkm2 on collection 107: Quality report	semibin-multi-sample-binning
